R,G,B
127,141,50
126,140,49
125,140,49
127,141,50
122,142,51
126,140,49
126,139,48
125,139,50
127,140,50
126,140,52
130,141,49
126,139,50
126,143,52
126,140,50
126,140,49
126,140,49
126,140,49
126,140,49
126,140,49
126,140,49
127,141,50
126,140,50
126,140,50
126,140,49
126,140,50
126,138,51
126,141,49
126,141,49
127,141,50
125,140,49
127,141,50
126,140,49
126,140,50
127,141,50
127,141,49
127,141,50
127,140,49
126,140,49
127,141,50
125,140,49
127,141,48
127,140,49
127,141,50
126,140,49
127,141,50
127,141,49
127,141,50
126,140,50
126,140,49
126,140,50
127,140,49
127,141,49
127,140,49
126,141,50
127,141,49
127,141,50
127,141,50
126,140,49
126,140,50
126,140,50
127,141,50
126,141,50
126,141,46
127,141,49
127,140,49
127,141,50
127,141,50
128,141,50
127,141,50
126,140,50
126,142,50
126,140,49
126,140,49
126,140,49
126,141,49
126,141,50
126,140,49
126,140,50
126,140,49
126,140,50
126,140,49
127,141,50
126,140,49
126,140,49
127,141,48
127,141,50
128,141,50
126,140,50
126,141,50
126,141,50
130,143,51
127,141,50
126,140,49
127,141,50
127,141,50
126,139,49
126,140,48
126,139,50
126,141,50
126,141,50
124,141,49
127,140,49
126,140,48
126,139,49
126,140,49
126,140,49
127,141,50
127,141,49
127,140,50
126,141,50
127,141,50
126,140,50
126,141,50
126,140,49
126,140,49
130,143,52
127,141,50
124,141,50
126,140,50
126,140,49
126,141,50
126,141,50
126,141,49
126,140,49
126,140,50
126,140,50
127,141,50
126,140,49
126,140,49
126,140,50
126,139,50
126,140,50
126,140,50
126,140,50
126,141,50
126,140,50
126,140,50
126,141,49
126,141,50
126,140,49
126,140,49
126,140,48
127,141,49
125,139,50
126,140,49
125,140,50
127,141,50
127,140,49
125,141,50
126,140,49
127,141,50
127,141,49
126,140,49
127,141,50
127,141,50
125,140,49
125,140,49
125,139,45
126,140,49
126,140,49
126,140,49
127,140,50
126,140,49
126,140,50
126,140,49
126,140,50
126,140,50
126,140,49
127,141,50
127,141,50
126,141,50
127,140,50
127,140,50
126,141,49
126,140,49
126,141,50
126,141,50
126,140,49
126,141,50
127,141,50
125,140,49
125,141,50
126,141,50
126,140,49
126,140,49
126,140,50
125,141,50
126,140,50
126,140,50
126,140,50
126,139,48
128,142,50
127,141,50
127,141,50
128,141,49
127,141,50
127,141,50
127,141,50
127,141,50
127,140,48
126,141,50
127,141,50
126,140,49
126,140,49
127,141,50
125,140,49
127,141,50
125,140,50
127,140,49
127,141,50
127,141,50
126,139,50
126,141,50
127,141,49
126,140,50
127,140,50
127,140,50
127,139,49
126,140,50
128,142,51
127,141,49
127,141,49
126,141,50
127,141,50
126,140,49
126,140,50
127,141,50
127,141,50
126,139,49
127,140,49
127,141,50
127,141,50
127,141,50
127,141,50
127,141,50
127,141,50
127,141,49
126,141,50
127,141,50
127,141,50
126,140,48
127,141,50
126,140,49
127,141,50
126,140,49
125,140,49
127,141,50
126,140,50
126,140,47
126,140,47
126,138,51
126,140,49
126,141,50
126,141,50
127,141,50
127,141,50
127,141,50
126,140,49
127,141,50
127,141,50
123,141,50
126,140,49
127,140,50
126,140,50
126,140,50
125,137,49
127,140,49
127,141,50
127,141,50
126,141,50
126,141,50
126,140,49
126,140,50
126,140,50
127,141,50
125,137,51
126,137,50
126,140,49
127,141,50
127,140,49
126,140,49
126,140,50
126,140,49
126,141,50
126,143,49
127,141,50
127,141,50
126,141,50
127,140,50
126,141,50
126,141,50
127,140,50
127,140,50
126,140,50
126,141,50
126,140,49
126,140,49
126,140,49
127,141,50
126,141,50
126,140,49
127,140,49
127,141,50
127,141,50
124,142,49
127,141,50
127,140,50
126,140,49
127,140,50
126,141,50
126,141,50
127,141,50
127,141,50
126,142,49
126,140,49
126,140,49
126,141,49
127,141,49
126,140,49
126,140,49
126,141,50
127,141,50
126,140,50
126,140,49
126,141,50
125,137,50
126,141,50
126,141,50
126,141,50
126,140,49
126,140,50
125,139,46
127,141,50
127,141,49
127,141,50
127,141,50
126,141,50
127,141,50
127,140,49
127,141,50
127,140,49
127,140,49
124,142,49
125,142,51
126,140,49
127,141,50
127,140,49
126,140,49
127,141,50
127,141,50
127,141,49
127,141,50
127,141,50
127,141,50
127,141,50
126,140,48
127,141,50
126,140,49
127,141,50
126,139,50
126,140,49
126,140,49
126,140,50
127,141,50
126,141,50
127,141,50
125,141,50
126,140,50
127,140,49
126,141,50
127,141,50
126,141,50
126,140,50
126,141,50
127,141,49
127,141,50
127,141,48
126,140,50
126,140,50
126,140,51
126,140,50
126,140,50
126,141,50
127,141,50
127,141,50
127,140,49
127,140,49
126,140,50
126,140,49
127,141,50
127,141,50
127,141,50
126,141,50
126,141,47
126,141,50
127,140,49
127,141,50
127,140,49
127,140,49
126,140,50
127,140,49
127,141,50
127,141,50
125,140,49
127,141,50
126,141,50
125,139,48
127,141,50
127,141,50
127,141,50
127,141,49
126,140,49
127,141,49
127,141,49
126,141,47
127,141,50
127,142,51
126,140,50
127,141,50
126,141,50
127,141,50
126,141,50
126,141,50
127,141,50
123,141,50
127,141,50
129,146,52
135,150,54
135,149,52
133,148,52
132,146,51
129,143,50
125,140,50
126,141,50
127,141,49
126,138,49
127,142,51
127,141,50
125,139,49
124,139,49
131,150,53
140,155,55
136,150,52
125,140,49
125,141,50
128,143,50
125,139,49
123,138,49
127,143,51
130,143,51
126,140,50
126,140,48
127,141,50
133,148,52
130,144,51
126,140,47
127,141,49
126,140,49
124,139,49
126,141,49
127,142,50
127,143,51
131,145,52
132,147,52
129,143,50
126,139,46
126,141,50
128,141,49
126,141,49
127,141,50
126,140,49
126,144,52
135,149,52
128,143,51
128,142,50
128,141,50
126,138,49
126,140,50
128,140,50
127,141,50
127,141,50
127,142,51
128,142,51
130,142,51
131,146,52
131,147,52
131,142,51
128,143,51
126,140,50
126,140,49
127,141,49
126,140,50
128,141,49
127,142,50
127,141,49
126,139,49
126,140,50
128,144,51
133,146,52
129,143,51
127,142,50
135,149,53
140,154,54
133,146,51
130,145,51
131,146,51
128,142,50
126,140,50
126,140,49
128,142,50
126,140,50
126,140,50
126,140,49
129,144,52
134,148,52
129,142,50
126,141,50
129,144,52
139,154,53
137,150,53
132,147,51
132,146,51
129,143,50
124,138,48
124,139,49
128,143,50
126,140,50
124,140,49
126,145,52
134,147,52
131,146,51
127,142,50
128,142,49
129,146,52
133,150,52
131,144,51
127,141,50
127,142,50
126,140,48
124,139,50
127,141,49
129,144,51
130,144,51
130,144,51
127,142,50
126,141,49
126,141,50
128,142,51
131,147,52
132,147,51
130,144,51
128,142,51
127,141,50
127,143,51
131,146,52
131,144,51
128,141,50
125,140,49
126,141,49
127,141,50
125,140,49
128,145,52
132,146,51
128,141,50
126,141,51
131,145,51
131,143,52
128,143,51
128,142,49
126,140,49
126,140,50
126,140,49
127,141,49
126,141,50
126,140,49
126,140,49
126,141,50
130,144,51
131,144,51
127,142,50
125,140,49
127,141,49
125,139,50
126,141,49
128,142,50
126,140,49
124,139,49
128,144,52
131,142,50
126,141,50
127,141,49
126,140,49
125,139,49
126,141,49
130,145,51
129,144,51
128,142,50
128,142,51
126,141,50
127,143,48
130,145,51
131,144,51
126,141,50
127,142,50
128,142,50
125,139,49
125,139,50
127,144,51
133,148,52
133,148,52
132,146,51
131,145,51
129,143,51
129,144,52
128,142,50
127,142,51
126,141,50
125,140,49
128,142,51
127,142,50
128,144,51
131,147,52
133,148,53
133,147,52
130,144,50
127,141,50
126,140,50
126,140,49
128,141,49
126,140,49
126,140,49
127,141,49
126,140,49
125,140,50
127,142,50
128,142,51
130,144,51
130,143,51
128,142,50
128,142,51
127,140,49
127,139,49
127,142,50
128,141,50
125,139,49
126,140,49
126,141,50
125,140,49
127,144,51
131,146,52
130,145,51
128,143,50
127,142,50
127,140,49
126,140,49
127,141,50
126,141,50
127,141,50
126,139,49
128,145,52
131,142,50
124,139,49
129,143,51
132,148,52
130,144,50
127,141,50
128,145,52
128,142,50
124,138,48
125,140,50
129,143,51
126,140,50
125,140,49
128,142,51
128,143,50
129,145,51
135,150,53
133,145,51
125,138,49
127,140,49
126,139,49
126,139,47
127,143,51
129,143,50
125,139,49
125,140,49
126,141,50
126,141,50
128,143,51
131,147,52
130,144,51
126,140,49
127,143,50
132,147,52
127,140,50
122,138,49
129,144,50
128,141,49
124,139,50
128,143,50
128,141,49
125,139,49
128,143,52
133,148,52
129,144,51
129,142,50
133,148,52
132,145,51
125,139,49
125,141,49
128,143,51
128,140,50
125,139,49
128,143,51
128,140,50
124,139,49
131,146,52
133,147,52
129,144,50
128,142,49
128,143,50
128,140,50
125,141,51
130,144,51
123,140,49
125,139,49
128,142,51
125,139,49
125,140,50
128,143,50
131,147,52
130,144,51
127,142,49
129,142,50
127,141,49
126,140,50
128,141,49
127,141,50
127,141,50
128,142,50
127,141,49
125,139,49
125,141,51
127,141,49
127,142,51
127,140,49
127,141,50
127,140,49
125,140,49
126,142,49
128,142,49
125,140,50
127,141,49
126,141,50
125,140,49
125,140,50
126,140,49
126,140,50
127,141,50
127,141,49
126,140,49
127,140,50
126,141,49
126,140,50
127,140,50
126,140,50
126,140,50
127,141,50
127,141,50
126,140,50
126,141,49
127,141,50
126,141,50
126,140,50
126,140,49
127,141,50
127,141,51
126,140,49
125,139,49
125,139,50
127,141,49
126,140,49
126,140,50
127,141,50
126,139,49
127,141,50
125,140,49
125,140,49
124,139,50
125,141,50
127,141,49
127,140,49
126,139,48
125,138,49
125,140,49
125,140,49
126,140,49
127,141,50
127,141,50
125,138,49
125,138,49
124,140,50
127,141,49
128,140,49
125,139,49
125,140,50
126,140,50
125,140,49
126,141,49
127,141,49
125,140,49
125,139,49
125,138,50
124,139,49
126,140,50
126,141,49
125,139,49
125,139,49
125,139,49
127,141,50
127,141,50
125,140,49
125,139,49
126,139,49
126,141,50
127,141,50
125,140,49
125,138,50
125,140,49
124,140,50
123,140,50
125,140,49
126,140,48
126,139,49
125,140,49
126,139,49
125,140,49
126,139,49
126,140,49
126,140,50
126,140,49
125,139,49
126,140,49
126,140,49
125,140,49
125,140,49
125,140,49
125,140,49
125,140,49
127,140,49
126,140,49
127,140,49
125,139,49
126,139,49
126,140,50
127,141,49
126,139,49
127,141,50
125,140,49
126,139,49
126,140,49
126,140,49
125,138,50
123,140,50
125,140,49
126,140,49
127,140,49
125,139,49
126,139,49
125,140,50
126,140,49
126,140,49
125,140,50
126,139,49
125,139,49
125,140,49
125,139,48
125,140,49
126,139,49
126,139,49
126,139,49
125,139,48
125,140,49
126,140,48
125,140,49
126,140,48
127,140,49
127,140,50
125,139,49
126,140,48
126,140,50
126,140,50
126,140,48
125,140,49
126,139,49
125,141,50
127,141,50
126,139,49
126,140,49
126,140,50
125,139,49
126,137,50
126,140,49
126,140,50
126,139,50
125,140,49
125,140,49
126,140,49
127,141,50
126,140,49
125,140,49
126,142,49
125,140,49
124,140,50
124,140,50
125,140,49
126,141,49
126,141,49
125,139,49
126,140,49
129,143,52
125,139,49
125,139,49
128,141,49
127,142,50
125,140,49
125,140,49
125,140,49
125,139,49
123,140,49
126,141,49
126,141,49
126,139,49
126,140,49
126,140,49
127,138,49
125,140,49
126,142,49
126,141,50
126,141,49
125,139,49
126,140,49
124,137,49
125,139,49
127,141,50
125,140,49
126,140,49
125,140,49
125,140,49
125,140,49
126,140,49
127,141,49
127,138,49
127,141,49
126,140,49
125,139,49
129,139,49
123,140,49
124,139,49
125,141,49
124,142,50
125,138,51
126,139,49
125,139,49
125,139,50
123,140,49
126,140,49
127,141,49
125,139,49
125,137,48
126,140,50
124,138,49
125,139,49
125,140,49
126,140,50
125,140,49
125,141,49
126,140,49
125,140,49
126,140,49
125,139,49
125,140,49
125,139,50
125,140,49
124,140,49
125,140,49
125,141,49
126,140,49
125,139,49
124,140,49
125,139,49
124,140,49
125,139,50
125,139,49
124,140,49
126,140,49
125,139,49
125,140,49
124,140,49
125,139,49
125,139,49
125,140,49
126,139,49
124,140,50
124,138,49
125,139,49
125,139,49
125,140,50
127,141,50
124,139,49
124,141,50
125,138,49
125,140,48
125,139,49
126,142,48
124,140,49
126,140,50
122,141,50
125,139,49
126,139,49
132,144,50
126,144,51
123,137,50
123,140,51
123,138,49
125,143,52
128,141,49
125,138,49
126,139,49
126,141,48
128,150,53
134,146,52
125,138,48
124,142,50
124,140,49
125,142,52
130,138,48
125,140,49
126,141,49
123,141,50
131,147,50
123,139,49
125,140,49
125,139,49
127,142,49
124,139,50
137,151,52
133,148,51
124,137,51
125,139,49
125,138,49
129,142,49
139,152,52
127,140,49
128,142,50
124,140,49
126,141,49
125,141,52
132,141,49
125,140,49
125,139,50
125,139,49
125,140,49
131,149,54
130,140,49
126,138,49
127,137,48
126,140,50
126,141,49
139,153,54
128,139,49
126,139,49
125,139,51
127,138,49
126,140,49
125,139,52
140,148,51
125,140,49
124,141,49
125,139,49
127,141,49
139,148,51
130,144,50
123,137,48
129,143,51
125,137,49
124,139,49
126,138,49
136,153,51
129,138,49
129,142,49
127,140,49
127,141,50
127,146,51
125,138,49
126,141,49
124,141,50
127,139,49
127,141,51
125,141,50
131,148,53
131,145,51
123,137,49
129,140,49
128,140,49
127,141,49
128,153,52
128,142,49
127,139,49
126,143,51
124,138,49
126,140,49
126,139,49
132,154,53
128,141,49
127,137,49
125,137,49
125,138,49
126,139,49
135,147,49
125,141,51
125,139,49
129,139,49
124,138,49
126,139,49
126,141,51
124,138,48
138,154,52
127,143,51
125,137,49
125,142,51
123,133,49
129,143,51
125,139,51
127,141,49
123,140,50
127,141,51
132,143,49
123,138,49
126,140,50
126,141,51
125,138,49
126,143,51
124,138,50
126,147,52
135,147,51
126,140,49
124,138,49
128,142,50
126,140,49
126,142,49
124,140,49
126,138,49
127,148,53
125,139,50
126,139,49
124,143,50
124,139,49
125,139,49
128,141,50
125,139,49
127,142,49
124,140,49
126,140,50
127,141,50
125,139,49
128,141,51
125,139,49
126,141,51
123,140,49
125,139,49
126,140,50
125,140,49
127,140,49
125,140,49
125,140,49
125,141,49
125,139,48
127,140,49
125,140,49
128,140,49
125,140,49
125,140,49
125,140,49
125,141,49
125,140,49
126,140,49
126,142,50
127,141,49
126,140,49
126,141,49
125,140,49
125,141,50
127,141,50
126,139,49
125,142,49
125,140,50
127,141,49
125,140,49
125,140,49
125,141,51
126,139,49
124,140,49
127,142,50
125,140,49
126,141,50
126,141,49
126,139,49
124,139,49
127,140,49
126,140,50
125,141,50
126,140,50
126,140,49
128,142,50
125,139,49
125,138,49
127,142,49
125,139,49
126,140,49
127,140,49
125,139,49
127,142,49
126,140,49
125,139,49
126,140,50
128,140,49
125,139,49
126,139,49
125,141,49
126,142,51
127,141,50
126,140,50
125,140,49
126,140,49
125,139,49
126,142,49
126,139,50
125,140,49
127,141,50
127,141,49
124,139,49
126,140,49
126,140,49
124,138,49
126,142,49
125,140,49
125,140,49
125,141,51
129,142,49
125,139,49
125,140,49
127,141,49
125,139,49
125,140,50
125,140,49
129,140,49
124,138,49
126,142,50
127,140,49
125,139,49
125,141,49
124,139,49
126,140,49
126,140,49
126,140,49
125,139,48
129,144,51
125,138,48
124,139,49
125,138,49
127,142,49
124,138,49
128,141,49
125,140,49
126,140,49
126,142,49
125,140,49
125,140,49
126,140,49
126,142,50
125,138,49
125,141,49
125,140,49
125,137,49
128,144,51
126,141,50
126,139,49
125,139,49
126,140,49
125,139,50
125,140,49
126,141,50
126,139,49
128,143,51
125,139,49
125,139,49
126,140,50
126,139,49
124,139,49
126,140,49
125,140,49
124,139,49
126,141,49
125,139,49
126,142,51
136,147,51
130,145,51
129,141,49
125,140,49
124,138,49
126,142,51
124,138,49
127,140,49
125,142,49
136,148,49
126,140,50
124,139,49
129,142,51
125,137,46
127,143,49
125,140,49
130,146,52
133,147,51
130,144,49
123,137,49
128,142,49
125,140,49
125,139,49
126,142,51
125,138,48
134,151,52
126,140,50
128,138,49
124,141,49
130,140,49
123,139,50
126,140,49
125,140,49
124,139,49
128,142,51
133,148,51
126,140,49
125,139,49
128,141,50
125,139,49
127,141,50
125,139,49
130,146,52
128,141,49
126,140,49
123,137,49
125,139,49
127,141,49
126,141,49
127,141,50
125,140,49
126,140,49
126,141,49
127,145,51
134,152,53
137,152,53
139,153,53
138,152,53
132,146,51
127,139,49
124,138,49
126,141,51
128,142,50
126,139,49
125,139,49
126,140,49
126,140,50
126,140,49
127,141,49
125,140,49
124,139,49
125,140,50
134,148,52
137,151,53
132,146,51
129,144,51
128,140,49
124,139,49
125,141,50
128,142,50
125,139,49
124,139,49
128,142,49
125,139,49
125,141,49
127,141,51
123,140,50
126,141,49
127,141,49
131,145,51
130,143,51
126,143,51
126,140,50
126,138,48
126,140,50
127,140,49
125,139,49
126,140,49
126,140,49
125,139,49
126,140,50
126,140,48
125,139,49
126,140,49
126,141,49
125,140,49
125,139,49
126,140,49
125,140,50
126,140,50
126,142,51
125,139,49
125,140,49
125,140,46
125,140,49
126,140,50
127,141,50
125,139,47
125,140,51
126,140,49
125,140,49
126,141,50
127,141,50
127,142,49
128,142,50
126,140,49
124,138,47
124,139,49
126,140,49
126,141,49
124,140,49
125,140,50
125,140,49
125,139,49
125,140,49
126,141,50
126,141,49
125,139,49
125,141,49
125,140,49
126,140,49
128,142,50
127,143,51
128,142,51
125,140,49
126,140,50
126,140,49
125,139,49
124,140,50
127,141,49
126,140,49
127,141,49
125,142,50
124,140,49
125,140,49
126,141,49
128,141,50
126,142,49
127,141,49
128,141,49
126,141,49
126,140,49
127,141,49
125,140,49
125,140,49
125,140,49
126,141,50
125,140,49
126,140,49
126,140,49
126,140,49
125,140,49
125,142,50
127,140,49
126,137,51
126,140,49
126,140,50
127,140,49
125,140,49
127,141,49
126,139,49
126,141,50
126,141,50
126,140,49
126,141,49
125,142,51
126,140,50
126,141,50
124,140,50
126,141,50
126,140,50
126,140,49
126,140,49
125,140,49
125,140,50
126,140,50
126,142,50
128,140,50
126,140,50
126,140,50
126,140,49
126,140,50
126,139,49
125,140,49
125,140,49
125,140,50
125,140,50
125,140,49
126,139,49
126,142,50
126,141,50
125,140,50
126,141,49
126,140,49
127,141,50
126,140,50
127,141,46
127,140,49
127,141,50
126,140,49
126,140,49
127,141,49
127,141,50
127,141,50
127,141,50
127,141,51
127,141,49
128,141,51
126,141,49
126,141,49
128,142,51
128,142,50
126,142,51
126,141,48
127,143,51
128,142,52
128,143,51
128,143,51
127,142,48
128,143,50
128,143,50
128,141,50
128,143,51
128,143,50
128,143,50
127,142,50
128,143,50
128,143,50
127,144,51
128,143,50
128,143,50
128,143,49
127,143,51
127,141,50
127,142,49
126,141,50
126,141,49
126,142,50
126,142,50
126,141,50
126,142,50
126,141,50
126,141,51
126,142,50
126,141,50
126,140,50
126,140,50
127,140,51
127,141,50
126,141,51
125,139,50
125,139,49
125,139,50
125,139,50
126,140,51
125,139,50
125,139,50
124,138,50
124,138,50
125,138,50
124,138,50
125,138,51
126,140,50
128,142,50
128,142,51
126,141,50
128,142,51
127,138,52
127,141,51
127,139,51
128,141,51
126,140,50
126,140,50
126,139,50
126,139,50
126,139,50
126,140,50
126,139,50
126,139,50
125,139,50
126,139,50
126,140,50
127,139,50
126,139,50
126,138,51
126,140,50
130,140,50
126,139,50
126,139,49
126,139,49
127,140,50
126,139,50
126,138,50
126,139,51
126,140,49
126,139,51
125,141,47
126,139,50
126,139,50
126,139,49
126,141,50
126,141,51
126,140,49
126,140,49
126,140,49
126,140,50
126,140,50
126,139,49
126,139,50
126,139,50
126,140,49
126,140,49
126,139,50
126,140,49
126,139,48
125,141,50
126,139,50
126,140,50
126,139,49
125,139,49
125,138,50
125,141,50
125,138,49
125,139,49
126,139,49
126,139,49
126,141,51
126,138,50
126,140,50
127,141,51
128,141,50
129,143,50
129,143,51
129,143,51
130,143,51
130,144,51
130,144,52
131,145,53
130,144,52
133,146,53
130,145,52
131,145,51
131,145,52
131,145,51
131,145,51
130,144,51
130,144,51
130,144,51
130,144,51
130,144,50
129,143,51
129,144,51
129,143,51
129,143,51
128,143,51
128,143,50
128,142,50
128,142,51
128,143,51
127,141,51
128,142,50
127,139,51
127,141,50
128,141,50
126,141,49
126,141,50
126,139,49
126,139,50
126,141,50
126,139,50
126,140,50
126,141,50
127,139,50
126,139,50
128,141,51
128,141,50
126,140,51
127,141,51
127,141,51
126,140,50
125,141,50
127,141,50
127,140,51
128,141,49
127,142,50
127,142,51
128,142,50
130,143,51
128,142,50
129,143,50
129,143,50
129,143,51
129,142,52
128,143,51
128,142,50
128,142,49
129,142,51
128,142,51
128,141,51
128,142,51
127,141,50
127,141,50
127,140,49
127,140,50
127,141,49
127,141,50
126,140,49
126,140,49
126,140,49
126,139,49
125,139,49
126,139,49
125,139,49
125,139,49
125,139,49
125,140,49
125,138,49
125,139,49
125,137,50
123,140,49
125,138,50
125,139,49
126,139,49
126,139,49
126,140,50
128,140,50
126,139,49
125,138,48
126,139,49
125,138,50
126,138,50
125,138,49
125,139,49
125,139,50
126,139,50
126,139,49
125,139,49
124,138,48
125,138,49
125,139,49
125,138,49
125,139,49
125,139,49
125,139,49
125,138,49
125,138,49
125,138,49
125,140,49
126,140,49
126,140,49
125,139,49
126,139,49
125,137,50
126,140,49
125,138,49
125,138,49
124,138,49
125,138,49
124,138,49
124,138,49
123,137,47
124,138,49
125,138,49
125,138,49
124,138,49
124,138,49
125,138,49
124,138,49
124,138,49
125,139,49
125,138,49
125,138,49
124,138,48
124,138,50
124,138,49
124,138,49
124,137,48
123,138,48
123,136,48
123,137,49
123,138,49
123,136,48
123,136,48
123,138,48
124,137,48
124,138,49
124,138,49
124,138,48
124,138,49
124,138,48
124,138,48
124,137,49
125,138,49
124,138,49
125,138,49
124,138,48
124,138,49
125,138,49
125,138,49
125,139,47
125,139,49
126,139,49
126,139,49
126,140,49
125,139,51
125,139,49
125,138,49
125,138,49
124,138,46
124,138,48
124,138,49
124,137,48
123,136,48
123,136,48
122,135,48
121,134,48
122,135,48
122,135,47
123,136,47
123,136,47
123,136,48
122,136,48
122,135,48
122,136,47
123,136,48
123,137,47
123,137,48
124,139,49
125,139,49
126,139,49
126,138,49
125,138,49
126,139,49
126,139,49
126,141,50
125,138,50
125,139,49
125,139,49
126,139,48
126,141,50
127,141,49
126,140,49
126,141,49
126,140,48
126,140,46
126,139,49
126,139,49
126,142,51
126,140,50
127,141,50
127,141,50
127,139,49
127,140,49
125,139,49
126,140,49
127,141,50
127,141,50
126,141,50
127,141,50
125,139,49
125,140,48
125,140,50
127,141,50
127,141,50
127,141,50
126,140,50
127,141,50
127,141,49
127,141,49
127,141,46
126,140,49
127,141,49
126,141,50
126,140,50
127,140,49
127,140,49
127,141,49
126,137,49
125,140,49
125,139,49
126,139,49
125,139,49
123,137,48
122,135,48
119,132,47
118,131,46
117,129,46
117,131,47
116,128,46
117,130,47
116,130,46
117,130,46
117,131,46
118,133,47
120,134,47
121,134,47
122,136,47
122,137,48
123,137,48
123,136,48
123,137,48
123,136,48
122,136,48
123,136,48
122,135,48
119,131,47
119,133,47
118,131,46
118,133,47
119,132,47
119,133,47
117,134,48
120,134,48
118,136,47
122,136,47
123,137,48
124,137,49
124,137,49
122,139,49
124,138,49
124,138,49
124,138,48
124,138,49
125,138,48
124,138,48
123,137,48
124,138,46
123,136,48
122,136,48
122,136,48
121,135,48
120,135,49
122,135,48
122,135,49
122,135,48
123,136,49
124,137,48
124,138,49
124,139,49
125,138,49
124,138,48
124,138,49
125,139,49
125,139,49
125,138,49
127,140,50
127,139,50
125,138,49
125,136,49
126,140,50
125,139,49
124,139,49
125,139,49
125,139,49
125,139,49
124,138,48
125,139,49
125,138,48
124,138,49
126,138,49
125,139,48
125,139,49
124,139,49
125,139,49
125,139,49
125,138,49
124,138,49
124,138,48
124,138,48
124,138,48
124,138,48
125,139,48
125,138,48
126,139,50
131,144,51
129,144,50
133,148,52
134,149,51
131,146,51
132,146,51
129,140,48
118,132,47
126,144,51
133,145,51
123,133,46
120,134,48
129,143,50
129,141,49
123,137,48
126,143,51
128,139,49
122,136,48
124,137,49
128,144,51
128,140,49
124,136,49
126,139,49
127,140,49
124,138,49
125,140,49
127,141,49
125,138,49
123,137,44
129,139,51
127,139,49
124,139,49
127,140,49
126,140,49
125,138,49
125,140,49
128,142,49
125,139,49
125,139,49
126,141,51
127,139,48
125,139,49
127,142,51
127,142,49
126,141,49
127,142,50
126,140,49
126,140,49
126,140,50
126,141,49
127,140,49
126,141,49
127,140,49
126,141,50
127,141,50
126,142,50
128,142,49
127,141,49
128,141,49
128,142,50
128,142,50
127,142,50
130,143,50
128,143,50
127,142,50
126,140,49
127,141,46
126,140,48
127,143,50
129,144,51
128,140,49
126,139,49
126,140,50
129,145,51
129,142,49
128,142,50
127,142,50
127,142,50
128,143,51
128,142,50
128,142,49
126,141,49
128,140,49
127,140,49
127,141,50
127,141,49
125,139,49
125,139,49
125,140,50
127,141,50
128,142,50
128,141,50
129,143,51
129,143,51
129,142,50
128,142,50
128,142,51
129,142,51
129,142,51
129,142,51
128,142,51
128,142,50
128,142,50
128,143,50
128,143,50
128,143,50
128,143,50
127,142,50
128,143,50
127,141,49
127,142,49
128,141,48
128,143,51
128,141,49
127,141,50
124,139,48
124,138,50
125,140,49
125,139,49
121,139,49
124,139,49
125,139,50
125,139,48
124,138,51
124,138,48
124,139,49
124,138,49
123,137,48
123,137,48
123,136,48
121,137,49
124,138,49
125,138,49
125,139,49
126,139,47
126,140,50
126,139,49
126,139,50
126,140,50
128,143,51
129,143,50
127,142,49
128,143,51
131,141,50
128,142,50
128,142,49
128,142,51
129,143,51
130,144,51
127,144,51
128,143,50
129,144,51
130,143,51
129,143,50
128,142,49
129,143,51
127,142,50
126,141,50
128,141,50
128,142,50
126,140,49
127,141,50
125,138,50
125,139,50
126,139,49
125,139,49
123,140,50
124,140,49
126,138,51
126,139,49
126,139,49
125,139,49
126,140,49
127,141,50
126,140,50
127,141,50
125,140,49
126,141,50
126,137,51
128,139,49
126,139,50
126,140,46
130,143,51
130,143,51
126,139,49
126,140,49
126,140,49
126,141,50
127,141,50
126,142,50
126,139,49
127,142,49
129,142,49
127,140,49
124,138,49
126,139,49
125,140,50
126,140,49
127,141,49
127,140,49
125,139,49
127,140,49
131,147,52
131,144,49
125,138,49
125,138,49
125,138,49
125,138,49
125,139,51
127,140,49
126,138,51
126,140,50
127,143,50
133,147,52
134,148,51
128,139,49
124,137,48
125,139,49
126,139,49
125,139,49
127,141,49
127,141,49
125,139,49
125,139,49
127,141,51
128,142,49
130,144,51
127,141,49
124,138,49
125,139,49
126,140,49
126,140,49
126,139,49
127,140,49
127,141,49
128,143,50
129,141,49
126,139,49
124,138,49
126,139,49
126,140,49
126,140,49
126,141,50
126,139,49
126,140,49
126,141,50
129,143,51
130,144,51
129,143,51
126,140,49
124,138,50
125,139,49
126,141,49
126,141,49
126,139,49
126,139,49
126,140,49
126,140,49
129,145,51
133,148,52
130,142,50
124,137,48
124,138,48
124,138,49
125,139,49
127,142,50
127,140,49
129,138,49
126,141,50
127,141,51
126,141,49
130,144,51
131,143,51
124,138,49
125,138,49
126,139,49
124,141,49
128,142,49
127,141,50
126,142,51
129,140,49
126,139,49
126,140,49
124,138,48
128,142,48
130,145,51
125,140,49
127,142,51
128,141,49
125,139,48
125,139,49
125,140,49
128,143,51
129,144,50
126,141,49
124,138,49
124,139,49
126,140,49
126,140,49
126,140,49
125,139,49
126,141,49
128,143,50
128,143,51
130,144,52
128,142,49
125,138,48
125,138,48
125,139,49
125,140,49
126,140,49
126,141,49
125,139,49
125,141,50
125,139,49
126,140,49
128,143,50
130,144,51
127,142,49
126,140,49
125,140,49
125,139,49
125,139,49
126,141,49
126,140,49
125,139,49
125,139,49
125,140,49
126,140,49
126,142,50
130,144,51
129,143,49
