R,G,B
64,138,52
65,138,53
63,138,53
64,137,52
64,138,52
64,137,52
64,138,53
64,137,53
63,137,52
64,137,52
64,138,53
64,137,52
63,138,53
63,137,52
65,137,52
63,137,53
63,138,52
64,138,52
65,137,52
64,137,53
64,137,52
64,137,53
64,137,52
63,138,52
63,137,53
63,136,55
65,138,52
65,137,53
64,138,52
64,137,53
63,137,52
63,138,52
64,138,53
64,137,52
62,138,53
63,137,52
64,137,53
65,138,53
64,138,52
63,138,53
63,138,53
64,137,52
65,137,52
63,137,52
64,137,52
64,138,52
64,138,53
64,137,50
64,138,53
64,137,52
64,137,53
64,138,53
65,138,53
64,138,53
63,137,52
64,138,53
64,137,53
64,137,52
64,137,53
64,137,54
64,138,52
64,137,52
63,137,52
64,138,52
64,138,52
64,138,53
65,137,53
64,137,53
67,139,54
64,139,53
64,138,52
64,138,53
64,138,53
64,137,53
64,137,52
63,138,53
64,137,52
65,137,53
64,137,53
64,137,52
64,138,52
64,138,53
63,137,54
63,143,55
70,154,58
66,142,52
62,132,50
63,137,54
65,140,54
63,135,51
65,141,54
65,139,52
64,132,50
63,140,54
65,141,53
66,147,57
66,142,53
64,135,51
63,138,52
65,140,54
64,136,52
64,138,53
62,136,51
63,135,51
65,146,56
68,150,54
66,141,53
65,140,52
62,138,53
64,138,53
64,137,53
64,138,52
64,137,52
63,138,53
64,138,53
65,140,53
68,147,53
64,136,53
65,137,52
63,137,52
63,138,53
65,144,55
66,144,55
65,140,53
64,138,53
64,138,52
63,137,52
65,138,54
63,136,52
64,139,53
63,136,52
64,138,53
63,137,52
63,137,52
64,138,52
64,138,52
64,137,52
65,138,52
63,137,52
64,138,52
64,138,52
63,137,52
64,138,53
65,138,52
63,137,52
63,137,51
64,137,53
65,137,52
64,138,52
64,138,52
64,138,53
64,137,52
65,137,52
64,137,52
63,138,53
65,137,52
65,136,53
64,137,53
64,137,52
64,137,52
65,138,53
64,138,52
64,137,52
63,137,52
65,137,53
64,137,50
64,137,53
64,138,52
64,137,52
65,138,52
64,137,52
64,137,52
63,137,53
64,138,52
64,137,52
64,137,53
63,137,53
64,138,53
63,137,52
64,138,52
65,138,52
64,138,54
65,137,52
64,137,52
65,138,53
64,137,52
64,137,53
62,137,52
64,138,52
63,137,52
63,137,52
63,137,53
64,138,53
64,138,52
64,137,52
63,137,52
64,135,52
64,138,53
64,137,53
64,137,52
64,138,53
64,133,52
63,137,52
64,138,52
64,137,53
64,137,52
63,137,53
64,138,53
64,137,53
64,138,53
64,138,53
64,138,52
64,137,52
63,138,53
64,137,53
64,138,53
64,137,52
64,138,52
65,138,53
64,138,52
64,138,52
65,138,52
63,138,53
63,137,52
64,138,53
64,137,52
64,138,53
65,137,53
63,142,52
63,137,54
65,136,52
64,135,52
64,134,50
65,137,52
64,137,52
64,137,52
64,138,53
64,139,54
64,137,52
64,138,53
63,137,52
63,138,53
62,136,50
65,138,53
64,138,53
64,138,53
64,138,53
65,138,53
65,138,53
64,138,52
64,137,52
64,138,53
64,138,53
64,137,53
63,140,52
63,137,52
64,138,53
64,138,53
65,137,53
64,137,53
64,137,53
64,139,52
64,138,53
63,137,54
64,138,53
63,138,53
64,138,53
64,138,52
67,138,53
63,137,52
64,137,53
64,138,53
63,137,52
63,138,53
64,135,53
63,137,53
64,138,52
65,138,52
63,137,52
64,137,53
64,137,53
63,138,52
64,137,52
63,137,52
63,137,52
65,138,53
63,138,52
63,137,53
64,137,52
64,134,53
64,137,49
63,136,52
65,138,51
64,137,51
64,137,52
64,136,52
64,136,51
64,136,52
64,137,52
64,137,52
64,137,51
63,137,52
65,137,51
64,138,52
64,136,52
64,137,52
64,137,51
64,136,51
64,137,51
65,137,51
65,132,49
64,136,50
65,138,52
65,137,51
64,136,51
65,136,51
65,136,51
64,137,50
65,138,52
64,138,51
64,137,52
64,137,51
65,138,52
64,137,52
64,136,50
64,132,48
65,138,52
64,136,51
64,137,51
64,136,51
64,137,51
64,136,52
65,135,51
64,136,50
64,133,50
64,136,51
65,136,50
65,136,51
64,137,50
65,136,50
64,136,50
65,137,50
64,136,51
65,136,50
64,136,50
65,136,50
65,136,51
65,136,50
65,137,51
64,136,51
65,136,51
65,137,51
65,136,51
64,136,50
64,136,51
64,140,51
65,136,50
64,138,52
65,134,51
65,136,51
64,137,52
64,136,51
64,137,52
63,137,52
64,138,52
64,137,51
64,136,51
64,137,52
63,138,51
64,137,51
64,136,52
64,137,52
64,136,51
64,136,51
64,137,51
63,137,51
64,138,51
64,136,51
64,137,52
63,138,52
64,136,51
63,140,51
64,137,52
64,137,51
64,137,51
63,137,52
64,137,52
64,137,51
64,137,51
63,138,52
64,137,51
63,137,51
65,137,51
63,136,51
64,136,51
64,137,51
63,137,51
64,137,51
64,138,51
63,137,52
64,137,52
63,137,51
64,138,51
64,140,52
63,137,51
64,137,51
64,137,51
63,137,51
63,137,51
63,137,52
63,138,53
63,136,51
63,136,52
63,136,51
64,136,51
65,137,51
63,137,53
65,137,51
63,138,52
64,138,51
63,137,51
64,137,51
64,137,52
64,138,51
64,137,52
64,138,51
65,138,53
65,138,53
64,139,52
64,138,52
65,138,52
65,142,54
64,139,52
64,138,52
65,140,53
65,138,52
65,139,51
65,139,52
64,140,53
65,141,53
65,139,52
64,139,52
65,140,52
65,139,52
65,140,52
65,139,49
65,140,52
65,139,51
64,139,52
65,140,52
65,140,53
65,140,52
65,140,53
65,140,53
65,140,53
63,140,53
65,141,53
66,140,52
65,139,52
66,140,53
65,141,53
66,140,53
65,140,52
65,141,52
66,140,52
65,140,52
66,139,52
66,141,52
66,140,52
66,139,52
65,141,52
66,141,52
66,140,51
65,139,52
65,140,52
66,140,52
66,141,53
66,141,52
66,141,53
66,140,53
66,140,52
66,140,52
66,140,53
66,141,53
66,140,51
66,140,52
66,140,53
66,140,52
65,140,52
66,141,53
66,142,52
66,140,52
66,140,52
66,140,52
66,140,52
65,140,51
66,144,54
66,141,51
66,141,50
66,141,49
66,141,52
66,141,52
67,140,50
65,140,51
62,140,50
67,141,50
66,141,50
67,141,48
67,141,49
66,141,51
67,140,48
67,141,48
67,141,46
68,140,45
67,139,46
68,139,45
68,138,45
68,138,45
68,138,47
67,139,46
68,139,47
67,139,46
67,138,47
67,140,47
68,140,48
67,139,48
68,141,48
68,141,49
67,141,49
67,139,48
68,141,49
68,140,48
68,141,49
68,142,49
68,142,49
68,142,49
68,142,49
68,142,49
68,143,49
68,142,49
68,143,47
68,143,47
68,143,49
68,143,49
68,144,48
68,144,49
71,144,47
68,145,48
68,143,48
68,146,48
69,145,47
69,145,48
69,145,48
70,146,48
68,146,48
68,146,48
69,146,49
69,146,49
69,147,49
69,147,50
68,147,50
68,149,52
69,148,52
68,146,53
67,146,53
67,146,53
67,146,53
67,146,53
67,145,53
67,144,53
67,144,52
67,144,52
68,143,52
67,144,53
67,144,52
67,144,52
67,144,52
67,144,53
67,144,52
67,144,53
67,144,53
68,144,52
67,144,52
67,144,53
67,144,52
67,143,52
67,144,52
67,143,52
66,143,54
67,143,52
67,143,52
67,143,52
66,143,52
66,143,52
67,143,52
66,143,52
66,143,51
66,144,52
66,142,52
67,143,52
67,143,51
66,143,52
66,143,52
66,143,49
66,143,52
67,144,51
67,143,51
66,143,52
66,144,51
66,143,52
69,145,52
67,144,51
66,144,51
65,145,51
66,143,51
66,144,52
66,144,51
66,144,51
66,144,51
66,144,51
66,143,51
66,144,51
66,144,51
67,144,51
66,144,51
66,144,51
67,144,52
66,144,51
67,144,51
66,143,50
67,144,51
66,140,51
67,145,51
67,145,51
66,148,53
67,144,51
67,144,51
68,145,51
66,145,51
67,145,52
67,145,51
67,146,52
69,145,51
67,144,51
68,144,52
68,144,52
69,145,52
70,143,51
70,142,52
70,143,51
71,144,53
71,138,52
70,141,51
70,142,51
70,146,55
70,141,52
70,142,51
71,142,52
70,142,51
70,142,51
69,142,51
70,142,51
70,141,51
70,142,51
70,142,51
69,141,51
69,142,52
69,142,51
69,142,51
69,142,52
69,142,52
70,142,52
69,142,52
70,142,52
69,143,52
69,143,52
70,142,52
69,139,52
69,142,53
69,143,53
69,143,53
69,143,52
69,143,52
69,142,52
69,142,53
69,142,53
69,143,53
69,142,53
69,142,53
69,142,53
69,144,54
69,143,53
69,139,53
69,142,53
70,143,54
70,141,56
67,142,53
70,142,53
70,142,53
69,142,53
69,142,53
69,142,54
69,142,54
69,141,53
69,142,55
70,142,54
67,141,53
69,141,54
70,141,54
69,141,54
68,140,54
69,141,53
69,141,53
69,141,53
69,141,53
68,141,53
68,141,53
68,141,53
71,141,53
67,141,52
67,142,53
67,141,50
67,142,52
67,141,52
67,142,52
67,141,52
67,140,52
67,144,53
67,141,52
67,141,52
67,140,52
67,140,52
67,140,52
67,141,52
67,141,52
67,140,52
66,138,53
67,140,52
67,141,52
67,140,52
67,140,52
70,142,52
66,141,53
67,145,54
67,141,52
66,141,52
67,141,53
70,143,51
66,142,53
67,141,52
67,141,52
66,141,52
67,139,51
67,141,52
67,140,52
67,141,52
67,141,52
67,138,52
67,141,52
67,141,53
68,145,51
67,140,52
67,141,52
67,140,52
67,140,52
67,141,52
67,142,52
67,145,52
67,138,53
67,141,53
67,142,53
67,142,53
66,142,53
66,142,53
66,142,53
67,143,54
67,141,52
66,141,53
66,139,53
66,141,52
66,141,53
66,143,54
66,141,53
66,138,52
66,141,53
66,142,53
66,143,54
66,143,50
66,143,53
66,142,53
65,140,51
67,143,53
66,143,53
65,142,53
65,141,53
65,142,53
65,138,52
66,141,51
66,141,53
66,141,52
66,141,53
66,137,53
65,141,52
65,139,53
65,140,52
65,140,53
65,140,53
65,139,51
64,138,52
65,138,51
64,139,52
65,139,52
64,139,52
65,138,51
64,137,52
64,137,51
64,137,51
64,136,52
65,136,51
64,137,51
64,137,51
64,136,51
65,137,50
64,137,51
64,138,51
65,136,53
64,137,52
65,138,51
64,137,52
64,138,53
64,138,53
65,139,51
63,137,52
63,138,53
65,140,52
64,138,53
65,137,52
64,137,52
65,138,53
64,138,52
65,138,52
64,138,53
64,138,53
63,138,53
64,135,52
64,137,52
63,138,53
63,138,53
64,137,52
63,138,53
64,138,54
64,137,54
64,138,52
64,137,50
63,137,52
63,137,53
63,137,53
64,138,53
63,138,53
63,137,52
64,137,53
64,138,53
63,137,52
64,138,53
64,137,53
64,137,52
64,138,52
64,138,53
64,137,52
64,138,53
62,134,53
64,137,52
61,137,53
64,138,52
64,138,53
63,142,53
64,138,53
65,138,52
64,138,52
64,138,52
63,137,51
63,137,52
64,137,53
64,138,52
64,137,52
64,138,52
64,138,52
63,137,53
64,138,52
64,137,52
66,139,52
65,138,53
64,138,53
64,137,52
63,138,53
64,138,51
65,138,53
64,138,53
64,137,52
64,137,52
64,136,52
64,138,51
65,138,52
64,139,53
64,138,52
64,137,51
64,138,52
63,138,52
65,138,51
64,137,52
64,137,51
65,137,51
64,137,51
64,137,53
63,137,51
65,137,51
64,137,51
64,137,53
65,138,51
64,137,51
64,136,51
64,139,51
65,138,51
64,138,51
65,137,51
64,137,52
64,137,52
64,138,51
64,137,52
65,137,51
64,136,51
64,139,51
64,137,51
64,135,51
66,137,52
62,137,51
65,138,52
64,136,51
64,136,51
65,136,51
64,136,52
65,136,51
65,136,51
64,137,51
63,135,51
65,137,51
64,137,52
64,137,52
66,137,51
64,137,51
66,138,52
65,138,51
65,138,52
65,138,52
65,136,51
64,136,51
64,137,51
64,138,52
64,138,51
64,136,51
65,136,51
65,136,51
65,140,53
65,137,51
65,138,52
64,137,52
65,138,51
64,137,51
64,136,50
65,138,51
65,138,50
64,138,52
64,138,51
64,138,52
64,137,52
64,137,51
65,138,53
65,138,53
65,138,51
65,137,52
65,138,53
65,138,53
65,138,52
65,138,52
63,137,51
63,137,53
63,138,53
63,138,53
65,137,53
64,137,51
64,137,52
63,137,52
64,137,52
65,138,52
65,138,53
64,138,52
63,138,52
64,137,52
64,137,52
64,140,52
64,138,55
65,137,52
67,138,53
64,137,53
63,137,52
63,135,52
64,137,52
65,138,53
64,138,53
63,137,52
63,137,50
63,137,52
62,137,52
64,138,51
65,137,52
63,137,52
64,137,52
64,137,54
65,138,53
64,138,52
65,136,55
64,137,52
64,138,52
64,138,53
64,138,52
65,137,52
65,138,52
64,137,52
63,137,52
64,138,53
64,141,54
64,138,52
64,138,53
64,138,52
64,137,52
64,137,52
65,138,53
64,138,53
64,137,52
64,137,52
64,138,52
65,137,52
65,138,52
65,138,53
64,138,53
63,137,55
64,137,52
64,138,51
65,137,52
64,136,54
63,137,52
65,137,52
65,138,53
63,138,53
64,138,53
63,137,53
64,137,52
64,138,53
63,137,53
64,137,52
65,137,53
64,138,53
65,136,52
64,137,53
65,138,52
64,139,54
64,138,53
64,138,52
64,137,53
63,138,52
64,137,53
64,137,52
63,137,53
65,137,52
64,137,52
63,138,52
65,137,52
63,139,52
64,138,52
63,137,52
65,137,52
63,138,52
64,138,53
63,135,52
64,137,52
64,137,52
64,137,53
63,137,52
64,137,53
65,138,52
65,138,53
65,137,52
64,138,52
63,137,53
64,137,53
64,138,52
65,137,52
65,138,53
65,137,53
65,138,53
64,137,53
63,137,52
63,137,53
64,138,53
63,137,52
64,138,52
64,137,52
63,137,52
64,139,54
63,136,52
64,137,52
64,137,53
64,138,53
63,137,52
64,138,49
64,137,53
64,138,52
63,137,53
64,138,53
64,137,52
64,137,52
63,138,53
65,138,53
66,138,52
64,138,52
64,141,52
65,137,53
64,137,53
65,138,53
64,137,52
65,137,53
65,137,52
65,138,53
65,138,54
65,137,52
65,137,53
64,137,52
64,138,52
63,137,54
64,137,52
65,138,52
64,137,53
65,138,53
65,138,52
64,137,53
65,138,52
63,137,52
64,138,50
65,138,53
64,137,53
65,137,52
65,137,52
64,138,53
64,138,53
62,137,53
63,138,53
65,137,53
63,138,53
64,140,52
64,138,52
64,138,53
64,138,53
63,137,53
63,137,52
64,138,51
65,138,53
64,139,53
